,year,precip,Area
20964,1990,0.49276462,Algeria
20965,1990,0.4975195,Libya
20966,1990,0.5216258,Libya
20967,1990,0.5032844,Libya
20968,1990,0.47597337,Libya
20969,1990,0.40696558,Libya
20970,1990,0.3446567,Egypt
20971,1990,0.39372697,Egypt
20972,1990,0.19534524,Egypt
20973,1990,0.39893606,Egypt
20974,1990,0.42759374,Jordan
20975,1990,0.22689076,Jordan
20976,1990,0.20730573,Iraq
20977,1990,0.15728502,Iraq
20978,1990,0.3099892,Iran (Islamic Republic of)
20979,1990,0.47357,Iran (Islamic Republic of)
20980,1990,0.9046416,Iran (Islamic Republic of)
20981,1990,0.37276772,Iran (Islamic Republic of)
20982,1990,0.2944107,Iran (Islamic Republic of)
20983,1990,0.37571228,Iran (Islamic Republic of)
20984,1990,0.24621952,Afghanistan
20985,1990,0.32701555,Afghanistan
20986,1990,0.48480043,Afghanistan
20987,1990,0.87561107,Afghanistan
20988,1990,0.9652769,Afghanistan
20989,1990,1.6996493,Afghanistan
20990,1990,3.694538,China
20991,1990,3.1239386,China
20992,1990,1.3979692,China
20993,1990,0.8522737,China
20994,1990,0.98817295,China
20995,1990,1.0903884,China
20996,1990,1.2443871,China
20997,1990,1.8078074,China
20998,1990,1.9068822,China
20999,1990,2.2345183,China
21000,1990,2.4364145,China
21001,1990,3.18314,China
21002,1990,2.9551516,China
21003,1990,2.829275,China
21004,1990,2.8852472,China
21005,1990,2.99139,China
21006,1990,3.495125,China
21007,1990,3.8650873,China
21008,1990,4.0066385,China
21009,1990,3.6474771,China
21010,1990,5.0015273,China
21011,1990,5.381824,China
21012,1990,7.330032,China
21013,1990,5.1961036,China
21014,1990,4.8526807,Japan
21015,1990,3.9701405,Japan
21016,1990,3.9939978,Japan
21017,1990,3.945679,Japan
21018,1990,4.3719144,Japan
21019,1990,3.9099054,Japan
21020,1990,3.8235548,Japan
21021,1990,4.3295226,Japan
21104,1990,0.7171648,Algeria
21105,1990,0.6195499,Algeria
21106,1990,0.6411113,Algeria
21107,1990,1.0134696,Algeria
21108,1990,0.9949353,Algeria
21118,1990,0.7138168,Lebanon
21119,1990,0.3074936,Syrian Arab Republic
21120,1990,0.2809698,Iraq
21121,1990,0.40419984,Iraq
21122,1990,0.91655725,Iran (Islamic Republic of)
21123,1990,0.9863034,Iran (Islamic Republic of)
21124,1990,0.45962563,Iran (Islamic Republic of)
21125,1990,0.24828087,Iran (Islamic Republic of)
21126,1990,0.2513319,Iran (Islamic Republic of)
21127,1990,0.46027112,Iran (Islamic Republic of)
21128,1990,0.4845396,Afghanistan
21129,1990,0.7447791,Afghanistan
21130,1990,0.8904608,Afghanistan
21131,1990,0.984935,Afghanistan
21132,1990,1.6227279,Afghanistan
21133,1990,3.8959892,Afghanistan
21134,1990,2.2579706,China
21135,1990,1.3409501,China
21136,1990,0.6934686,China
21137,1990,0.5666186,China
21138,1990,0.55338514,China
21139,1990,0.74488,China
21140,1990,0.80043536,China
21141,1990,0.8943147,China
21142,1990,1.0983036,China
21143,1990,1.3484672,China
21144,1990,1.6804129,China
21145,1990,2.0997987,China
21146,1990,2.5471706,China
21147,1990,2.253781,China
21148,1990,2.2464552,China
21149,1990,2.5362282,China
21150,1990,2.698718,China
21151,1990,3.146836,China
21152,1990,3.9324722,China
21153,1990,3.5024636,China
21154,1990,4.6639943,China
21155,1990,5.4374046,China
21156,1990,5.5953774,China
21157,1990,6.0150943,China
21158,1990,6.373392,Japan
21159,1990,6.400757,Japan
21160,1990,4.730596,Japan
21161,1990,4.965876,Japan
21162,1990,5.774946,Japan
21163,1990,5.172538,Japan
21164,1990,4.7072487,Japan
21165,1990,4.4815,Japan
21248,1990,1.1260592,Algeria
21249,1990,1.2781568,Algeria
21250,1990,1.5742826,Algeria
21251,1990,1.90017,Algeria
21252,1990,1.3863114,Algeria
21253,1990,1.5759863,Italy
21254,1990,1.4886417,Italy
21256,1990,1.5980839,Greece
21257,1990,1.2536811,Greece
21258,1990,1.0020655,Greece
21259,1990,1.3377061,Greece
21260,1990,1.4737612,Türkiye
21261,1990,1.1635872,Türkiye
21262,1990,1.2821108,Syrian Arab Republic
21263,1990,0.6807974,Syrian Arab Republic
21264,1990,0.6938455,Iraq
21265,1990,1.1140424,Iraq
21266,1990,1.0612396,Iran (Islamic Republic of)
21267,1990,1.1592339,Iran (Islamic Republic of)
21268,1990,1.2026173,Iran (Islamic Republic of)
21269,1990,0.7149053,Iran (Islamic Republic of)
21270,1990,0.39172077,Iran (Islamic Republic of)
21271,1990,0.5483667,Iran (Islamic Republic of)
21272,1990,0.58125967,Afghanistan
21273,1990,0.76764184,Afghanistan
21274,1990,0.8376498,Afghanistan
21275,1990,1.2778538,Afghanistan
21276,1990,1.387631,Afghanistan
21277,1990,1.0022594,Afghanistan
21278,1990,0.98178965,China
21279,1990,0.60964495,China
21280,1990,0.30102938,China
21281,1990,0.23203324,China
21282,1990,0.2435708,China
21283,1990,0.3578993,China
21284,1990,0.40822148,China
21285,1990,0.33067024,China
21286,1990,0.3298941,China
21287,1990,0.5802029,China
21288,1990,0.943861,China
21289,1990,1.0200437,China
21290,1990,1.4614772,China
21291,1990,1.6526078,China
21292,1990,1.687976,China
21293,1990,1.9858981,China
21294,1990,2.5292869,China
21295,1990,2.8040683,China
21296,1990,2.8175614,China
21297,1990,3.3036087,China
21298,1990,4.6898274,China
21299,1990,4.451951,China
21300,1990,3.563072,China
21301,1990,5.221696,China
21302,1990,5.234275,Japan
21303,1990,4.7304673,Japan
21304,1990,4.398301,Japan
21305,1990,5.203759,Japan
21306,1990,6.2813983,Japan
21307,1990,6.283417,Japan
21308,1990,6.6078377,Japan
21309,1990,6.2250504,Japan
21392,1990,1.783326,Spain
21393,1990,1.8764634,Spain
21395,1990,1.6968049,Italy
21396,1990,1.0917702,Italy
21397,1990,1.6514097,Italy
21398,1990,2.0846012,Italy
21400,1990,2.210076,Greece
21401,1990,1.2439438,Greece
21402,1990,1.4378386,Greece
21403,1990,1.3684157,Greece
21404,1990,1.1819416,Türkiye
21405,1990,1.1373985,Türkiye
21406,1990,1.3026234,Türkiye
21407,1990,1.2510408,Türkiye
21408,1990,1.5656255,Türkiye
21409,1990,1.3264986,Türkiye
21410,1990,0.9754886,Azerbaijan
21411,1990,1.4675922,Azerbaijan
21412,1990,1.3359208,Iran (Islamic Republic of)
21413,1990,0.4860023,Iran (Islamic Republic of)
21414,1990,0.58448464,Iran (Islamic Republic of)
21415,1990,0.42437842,Iran (Islamic Republic of)
21416,1990,0.3644339,Iran (Islamic Republic of)
21417,1990,0.3998073,Turkmenistan
21418,1990,0.9004268,Turkmenistan
21419,1990,1.4649972,Tajikistan
21420,1990,1.5943936,Tajikistan
21421,1990,0.73706514,China
21422,1990,0.3869647,China
21423,1990,0.22008479,China
21424,1990,0.15157737,China
21425,1990,0.11340869,China
21426,1990,0.11185124,China
21427,1990,0.17552312,China
21428,1990,0.21864678,China
21429,1990,0.21054675,China
21430,1990,0.28799644,China
21431,1990,0.538685,China
21432,1990,0.5334765,China
21433,1990,0.35399428,China
21434,1990,0.5880891,China
21435,1990,0.9359567,China
21436,1990,1.4063578,China
21437,1990,1.7832394,China
21438,1990,1.9729987,China
21439,1990,2.0096529,China
21440,1990,2.0570605,China
21441,1990,3.0077257,China
21442,1990,5.389274,China
21443,1990,5.953869,China
21444,1990,3.2699845,China
21445,1990,3.299423,China
21446,1990,3.4654586,Japan
21447,1990,3.6696794,Japan
21448,1990,4.8061724,Japan
21449,1990,4.635333,Japan
21450,1990,5.8743253,Japan
21451,1990,5.9817586,Japan
21452,1990,6.514171,Japan
21453,1990,7.0089583,Japan
21536,1990,1.7112331,Spain
21537,1990,2.1506493,Spain
21539,1990,2.125369,Italy
21540,1990,2.1492078,Italy
21541,1990,2.5255504,Italy
21542,1990,1.6559224,Italy
21544,1990,1.6464992,Greece
21545,1990,1.5790529,Bulgaria
21546,1990,1.6025391,Bulgaria
21547,1990,2.0829682,Greece
21548,1990,2.087018,Russian Federation
21549,1990,1.729095,Russian Federation
21550,1990,1.6928263,Russian Federation
21551,1990,1.9503435,Russian Federation
21552,1990,2.981703,Georgia
21553,1990,2.0932353,Armenia
21554,1990,2.0171075,Armenia
21555,1990,1.6105508,Azerbaijan
21556,1990,0.7417295,Kazakhstan
21557,1990,0.6611516,Kazakhstan
21558,1990,0.46520436,Kazakhstan
21559,1990,0.35312006,Kazakhstan
21560,1990,0.3299812,Kazakhstan
21561,1990,0.3533189,Kazakhstan
21562,1990,0.6837759,Kazakhstan
21563,1990,1.0853845,Kazakhstan
21564,1990,1.4122504,Kazakhstan
21565,1990,1.4452314,China
21566,1990,0.7379069,China
21567,1990,0.59713,China
21568,1990,0.33572724,China
21569,1990,0.2599512,China
21570,1990,0.23283862,China
21571,1990,0.1842845,China
21572,1990,0.10159236,China
21573,1990,0.13006793,China
21574,1990,0.18880273,China
21575,1990,0.22915453,China
21576,1990,0.18769552,China
21577,1990,0.26179555,China
21578,1990,0.30723366,China
21579,1990,0.6412109,China
21580,1990,0.9550533,China
21581,1990,1.1677024,China
21582,1990,1.531518,China
21583,1990,2.1234453,China
21584,1990,1.9472156,China
21585,1990,2.501964,China
21586,1990,3.0979023,China
21587,1990,2.8646271,China
21588,1990,2.9418612,China
21589,1990,2.7607448,China
21590,1990,2.7140186,Japan
21591,1990,4.020479,Japan
21592,1990,4.053832,Japan
21593,1990,4.845209,Japan
21594,1990,5.097437,Japan
21595,1990,4.329046,Japan
21596,1990,4.4981523,Japan
21597,1990,4.9359026,Japan
21598,1990,5.8447013,Russian Federation
21599,1990,5.7868457,Russian Federation
21600,1990,5.2899165,Russian Federation
21601,1990,5.5648284,Russian Federation
21602,1990,5.0238366,Russian Federation
21603,1990,5.3575253,Russian Federation
21604,1990,5.6183414,Russian Federation
21605,1990,6.3337617,Russian Federation
21606,1990,5.374244,Russian Federation
21607,1990,5.4006515,Russian Federation
21680,1990,2.4503996,France
21681,1990,2.457465,France
21682,1990,2.3916273,France
21683,1990,2.3622224,France
21684,1990,2.1717775,Italy
21685,1990,2.0535781,Croatia
21686,1990,2.789605,Bosnia and Herzegovina
21687,1990,2.786329,Bosnia and Herzegovina
21688,1990,1.5803423,Romania
21689,1990,1.4999161,Bulgaria
21690,1990,1.3549265,Bulgaria
21691,1990,1.071004,Romania
21692,1990,2.5065227,Russian Federation
21693,1990,1.9045658,Russian Federation
21694,1990,2.245096,Russian Federation
21695,1990,2.6190104,Russian Federation
21696,1990,2.9274929,Russian Federation
21697,1990,2.3027246,Russian Federation
21698,1990,1.8767185,Russian Federation
21699,1990,1.8035377,Kazakhstan
21700,1990,0.56409675,Kazakhstan
21701,1990,0.49742547,Kazakhstan
21702,1990,0.61528677,Kazakhstan
21703,1990,0.69429654,Kazakhstan
21704,1990,0.5356439,Kazakhstan
21705,1990,0.5255207,Kazakhstan
21706,1990,0.5872648,Kazakhstan
21707,1990,0.9642461,Kazakhstan
21708,1990,0.92190886,Kazakhstan
21709,1990,0.9695975,China
21710,1990,1.068745,China
21711,1990,1.4200983,China
21712,1990,0.98945683,China
21713,1990,0.75419337,China
21714,1990,0.64928937,China
21715,1990,0.4814931,China
21716,1990,0.40180835,China
21717,1990,0.3392148,China
21718,1990,0.18968594,China
21719,1990,0.26864085,China
21720,1990,0.27669296,China
21721,1990,0.38005686,China
21722,1990,0.26485753,China
21723,1990,0.3294467,China
21724,1990,0.49666873,China
21725,1990,0.69090074,China
21726,1990,0.85121053,China
21727,1990,1.3166889,China
21728,1990,1.3271601,China
21729,1990,1.7015227,China
21730,1990,1.9017133,China
21731,1990,2.2635078,China
21732,1990,2.5800295,China
21733,1990,2.6244318,China
21734,1990,2.495038,Japan
21735,1990,3.3907115,Japan
21736,1990,3.5191123,Japan
21737,1990,3.2791698,Japan
21738,1990,4.0588074,Japan
21739,1990,3.202431,Japan
21740,1990,3.6177123,Japan
21741,1990,3.9946797,Japan
21742,1990,4.2192464,Russian Federation
21743,1990,4.2969766,Russian Federation
21744,1990,4.3985305,Russian Federation
21745,1990,4.0252805,Russian Federation
21746,1990,4.4595075,Russian Federation
21747,1990,4.166008,Russian Federation
21748,1990,4.243359,Russian Federation
21749,1990,4.1584663,Russian Federation
21750,1990,4.7536387,Russian Federation
21751,1990,4.8840413,Russian Federation
21824,1990,2.3610902,France
21825,1990,2.5609248,France
21826,1990,3.675171,France
21827,1990,3.6085203,France
21828,1990,2.9451058,Italy
21829,1990,4.217583,Croatia
21830,1990,2.5881636,Croatia
21831,1990,1.5995764,Croatia
21832,1990,1.6035285,Hungary
21833,1990,1.7022232,Romania
21834,1990,1.5128986,Romania
21835,1990,1.2618465,Republic of Moldova
21836,1990,1.6229696,Russian Federation
21837,1990,1.3726487,Russian Federation
21838,1990,1.529919,Russian Federation
21839,1990,1.9987653,Russian Federation
21840,1990,1.9428577,Russian Federation
21841,1990,1.5285959,Russian Federation
21842,1990,1.1043588,Russian Federation
21843,1990,0.94199634,Kazakhstan
21844,1990,0.9196083,Kazakhstan
21845,1990,0.6217909,Kazakhstan
21846,1990,0.7112622,Kazakhstan
21847,1990,0.8627605,Kazakhstan
21848,1990,0.5853608,Kazakhstan
21849,1990,0.63109607,Kazakhstan
21850,1990,0.69829863,Kazakhstan
21851,1990,0.76802725,Kazakhstan
21852,1990,0.878583,Kazakhstan
21853,1990,0.8878381,China
21854,1990,0.7372384,China
21855,1990,1.1919951,China
21856,1990,1.442543,China
21857,1990,0.7638318,China
21858,1990,0.5673278,China
21859,1990,0.54646426,China
21860,1990,0.33981776,China
21861,1990,0.37305596,China
21862,1990,0.53043205,China
21863,1990,0.5580849,China
21864,1990,0.7601021,China
21865,1990,0.7383221,China
21866,1990,0.7001272,China
21867,1990,0.88978904,China
21868,1990,0.95769066,China
21869,1990,1.0938122,China
21870,1990,1.3458195,China
21871,1990,1.7471619,China
21872,1990,2.0090735,China
21873,1990,1.4267201,China
21874,1990,1.5015211,China
21875,1990,1.8876162,China
21876,1990,1.8659773,China
21877,1990,2.1616597,China
21878,1990,3.2378852,Russian Federation
21879,1990,2.8416307,Russian Federation
21880,1990,2.8890526,Russian Federation
21881,1990,2.9951608,Russian Federation
21882,1990,2.657245,Russian Federation
21883,1990,3.5377123,Russian Federation
21884,1990,4.480547,Russian Federation
21885,1990,3.285241,Russian Federation
21886,1990,3.7204359,Russian Federation
21887,1990,3.935046,Russian Federation
21888,1990,4.1213355,Russian Federation
21889,1990,4.1061625,Russian Federation
21890,1990,3.906354,Russian Federation
21891,1990,4.04737,Russian Federation
21892,1990,3.690395,Russian Federation
21893,1990,3.9193122,Russian Federation
21894,1990,4.0671,Russian Federation
21895,1990,4.0835195,Russian Federation
21968,1990,1.743908,France
21969,1990,2.0687473,France
21970,1990,2.9611166,France
21971,1990,2.9329307,France
21972,1990,2.9682178,Austria
21973,1990,2.93031,Austria
21974,1990,1.9840631,Austria
21975,1990,2.2312143,Czechia
21976,1990,2.1430056,Russian Federation
21977,1990,2.2991626,Russian Federation
21978,1990,1.5923748,Russian Federation
21979,1990,1.6972612,Russian Federation
21980,1990,1.9783406,Russian Federation
21981,1990,1.8568974,Russian Federation
21982,1990,1.8928009,Russian Federation
21983,1990,2.004379,Russian Federation
21984,1990,2.0060582,Russian Federation
21985,1990,1.7813765,Russian Federation
21986,1990,1.6039681,Russian Federation
21987,1990,1.1787449,Kazakhstan
21988,1990,1.0536323,Kazakhstan
21989,1990,1.2266104,Kazakhstan
21990,1990,1.1961926,Kazakhstan
21991,1990,1.0879096,Kazakhstan
21992,1990,0.79381543,Kazakhstan
21993,1990,0.7714905,Kazakhstan
21994,1990,1.1749566,Kazakhstan
21995,1990,0.99023104,Kazakhstan
21996,1990,1.3498782,Kazakhstan
21997,1990,1.3125743,China
21998,1990,0.9758192,China
21999,1990,1.0067348,China
22000,1990,1.5727895,China
22001,1990,1.4088985,China
22002,1990,1.256567,China
22003,1990,0.52809685,China
22004,1990,0.44113925,China
22005,1990,0.58591986,China
22006,1990,0.74498254,China
22007,1990,0.79037255,China
22008,1990,1.0930426,China
22009,1990,1.2307688,China
22010,1990,1.2044618,China
22011,1990,1.4758162,China
22012,1990,1.5774578,China
22013,1990,1.473536,China
22014,1990,1.3074521,China
22015,1990,1.4817513,China
22016,1990,1.7377518,China
22017,1990,1.6029075,China
22018,1990,1.8089782,China
22019,1990,1.9913865,China
22020,1990,2.3489566,China
22021,1990,2.4161565,China
22022,1990,2.515332,Russian Federation
22023,1990,2.8677557,Russian Federation
22024,1990,2.5910075,Russian Federation
22025,1990,2.6347706,Russian Federation
22026,1990,2.1556125,Russian Federation
22027,1990,2.2521565,Russian Federation
22028,1990,2.538286,Russian Federation
22029,1990,2.6278372,Russian Federation
22030,1990,3.4841583,Russian Federation
22031,1990,3.3258886,Russian Federation
22032,1990,3.9088001,Russian Federation
22033,1990,3.6955357,Russian Federation
22034,1990,3.488949,Russian Federation
22035,1990,2.9663432,Russian Federation
22036,1990,2.7872994,Russian Federation
22037,1990,3.1161728,Russian Federation
22038,1990,3.2268388,Russian Federation
22039,1990,3.322274,Russian Federation
22112,1990,1.8800273,United Kingdom of Great Britain and Northern Ireland
22113,1990,2.2159479,Belgium
22114,1990,2.6475022,Belgium
22115,1990,3.035145,Germany
22116,1990,2.3107197,Germany
22117,1990,1.9618865,Germany
22118,1990,1.8267813,Poland
22119,1990,1.6980194,Poland
22120,1990,1.8822075,Poland
22121,1990,1.8894418,Poland
22122,1990,1.9960233,Russian Federation
22123,1990,2.1935399,Russian Federation
22124,1990,2.267884,Russian Federation
22125,1990,2.4152071,Russian Federation
22126,1990,2.5581622,Russian Federation
22127,1990,2.4929361,Russian Federation
22128,1990,2.3787777,Russian Federation
22129,1990,2.3836305,Russian Federation
22130,1990,2.3200603,Russian Federation
22131,1990,2.068176,Kazakhstan
22132,1990,1.8826613,Kazakhstan
22133,1990,1.8749989,Kazakhstan
22134,1990,2.087575,Kazakhstan
22135,1990,1.8684956,Kazakhstan
22136,1990,1.4484439,Kazakhstan
22137,1990,1.3039857,Kazakhstan
22138,1990,1.5506419,Kazakhstan
22139,1990,1.6373005,Kazakhstan
22140,1990,1.5520034,Kazakhstan
22141,1990,1.5609279,China
22142,1990,1.3521919,China
22143,1990,1.2740656,China
22144,1990,1.875007,China
22145,1990,2.2820203,China
22146,1990,2.0244777,China
22147,1990,1.4449682,China
22148,1990,1.1131269,China
22149,1990,0.92360944,China
22150,1990,0.89327073,China
22151,1990,0.98669845,China
22152,1990,1.2163244,China
22153,1990,1.6391779,China
22154,1990,1.5039662,China
22155,1990,1.417276,China
22156,1990,1.3756313,China
22157,1990,1.4709333,China
22158,1990,1.4513589,China
22159,1990,1.5543432,China
22160,1990,1.5723933,China
22161,1990,1.7523551,China
22162,1990,1.798253,China
22163,1990,1.9408602,China
22164,1990,2.2544181,China
22165,1990,2.3549404,China
22166,1990,2.3494155,Russian Federation
22167,1990,2.3595736,Russian Federation
22168,1990,2.243068,Russian Federation
22169,1990,2.72324,Russian Federation
22170,1990,2.1699216,Russian Federation
22171,1990,2.134978,Russian Federation
22172,1990,2.1490915,Russian Federation
22173,1990,2.2774274,Russian Federation
22174,1990,3.4600267,Russian Federation
22175,1990,2.5971239,Russian Federation
22176,1990,2.6362712,Russian Federation
22177,1990,3.0904503,Russian Federation
22178,1990,3.2271001,Russian Federation
22179,1990,2.8770206,Russian Federation
22180,1990,2.8724844,Russian Federation
22181,1990,2.9123325,Russian Federation
22182,1990,2.8595245,Russian Federation
22183,1990,2.6535323,Russian Federation
22256,1990,1.6551129,United Kingdom of Great Britain and Northern Ireland
22258,1990,2.8190248,Germany
22259,1990,3.323066,Germany
22260,1990,2.4314554,Germany
22261,1990,2.0512278,Germany
22262,1990,2.147435,Poland
22263,1990,1.9364618,Poland
22264,1990,2.1553185,Poland
22265,1990,2.2510703,Belarus
22266,1990,2.5111282,Belarus
22267,1990,2.537525,Belarus
22268,1990,2.6108015,Belarus
22269,1990,2.778921,Russian Federation
22270,1990,2.7622473,Russian Federation
22271,1990,2.5461252,Russian Federation
22272,1990,2.6940057,Russian Federation
22273,1990,2.4942443,Russian Federation
22274,1990,2.4606345,Russian Federation
22275,1990,2.5583541,Kazakhstan
22276,1990,2.724315,Kazakhstan
22277,1990,2.4172943,Kazakhstan
22278,1990,2.7460148,Kazakhstan
22279,1990,2.231643,Kazakhstan
22280,1990,1.6364006,Kazakhstan
22281,1990,1.6775106,Kazakhstan
22282,1990,1.6168107,Kazakhstan
22283,1990,1.7172723,Kazakhstan
22284,1990,1.3597273,Kazakhstan
22285,1990,1.3034949,Kazakhstan
22286,1990,1.2163819,Kazakhstan
22287,1990,1.3049034,Kazakhstan
22288,1990,1.5007652,Kazakhstan
22289,1990,1.8411249,Kazakhstan
22290,1990,2.0864775,Kazakhstan
22291,1990,2.6430955,Russian Federation
22292,1990,1.2858034,Russian Federation
22293,1990,1.827519,Russian Federation
22294,1990,1.3066677,Russian Federation
22295,1990,1.3793713,Russian Federation
22296,1990,1.1924609,Russian Federation
22297,1990,1.0112306,Russian Federation
22298,1990,0.9608559,Russian Federation
22299,1990,1.2522103,Russian Federation
22300,1990,1.1552938,Russian Federation
22301,1990,1.254754,Russian Federation
22302,1990,1.2560567,Russian Federation
22303,1990,1.3628958,Russian Federation
22304,1990,1.4956423,Russian Federation
22305,1990,1.5097321,Russian Federation
22306,1990,1.7065862,Russian Federation
22307,1990,1.9639822,Russian Federation
22308,1990,2.3161914,Russian Federation
22309,1990,2.0387948,Russian Federation
22310,1990,2.1625645,Russian Federation
22311,1990,1.8540896,Russian Federation
22312,1990,1.912219,Russian Federation
22313,1990,2.0530055,Russian Federation
22314,1990,1.9692411,Russian Federation
22315,1990,1.9650298,Russian Federation
22316,1990,2.0826685,Russian Federation
22317,1990,2.0376024,Russian Federation
22318,1990,2.9467704,Russian Federation
22319,1990,2.926677,Russian Federation
22320,1990,2.779577,Russian Federation
22321,1990,3.068291,Russian Federation
22322,1990,3.574076,Russian Federation
22323,1990,3.0815442,Russian Federation
22324,1990,2.9371636,Russian Federation
22325,1990,3.1965294,Russian Federation
22326,1990,2.9840252,Russian Federation
22327,1990,2.9103668,Russian Federation
22400,1990,3.2982817,United Kingdom of Great Britain and Northern Ireland
22403,1990,3.6498928,Denmark
22404,1990,2.4752452,Denmark
22405,1990,2.7706034,Sweden
22406,1990,2.0950155,Sweden
22407,1990,2.195246,Sweden
22408,1990,3.4003382,Latvia
22409,1990,2.6574538,Latvia
22410,1990,2.8520746,Latvia
22411,1990,2.9764442,Russian Federation
22412,1990,3.082198,Russian Federation
22413,1990,2.8628109,Russian Federation
22414,1990,2.919321,Russian Federation
22415,1990,2.857029,Russian Federation
22416,1990,2.674689,Russian Federation
22417,1990,2.53113,Russian Federation
22418,1990,2.2932737,Russian Federation
22419,1990,2.2862122,Russian Federation
22420,1990,2.563225,Russian Federation
22421,1990,2.3884711,Russian Federation
22422,1990,2.5555103,Russian Federation
22423,1990,2.7063353,Russian Federation
22424,1990,2.240976,Russian Federation
22425,1990,2.0603826,Russian Federation
22426,1990,1.8657657,Russian Federation
22427,1990,1.6613749,Russian Federation
22428,1990,1.5684222,Russian Federation
22429,1990,1.4961524,Russian Federation
22430,1990,1.5520126,Russian Federation
22431,1990,1.5805393,Russian Federation
22432,1990,1.5196718,Russian Federation
22433,1990,1.7722396,Russian Federation
22434,1990,1.7765568,Russian Federation
22435,1990,1.9077072,Russian Federation
22436,1990,1.6267873,Russian Federation
22437,1990,1.365365,Russian Federation
22438,1990,1.224156,Russian Federation
22439,1990,1.1846405,Russian Federation
22440,1990,0.94631046,Russian Federation
22441,1990,1.0609863,Russian Federation
22442,1990,1.0814182,Russian Federation
22443,1990,1.1543527,Russian Federation
22444,1990,1.2278131,Russian Federation
22445,1990,1.1755576,Russian Federation
22446,1990,1.1844432,Russian Federation
22447,1990,1.3002625,Russian Federation
22448,1990,1.2510034,Russian Federation
22449,1990,1.4387327,Russian Federation
22450,1990,1.5140756,Russian Federation
22451,1990,1.5491246,Russian Federation
22452,1990,1.4765834,Russian Federation
22453,1990,1.4265369,Russian Federation
22454,1990,1.7333935,Russian Federation
22455,1990,1.9050635,Russian Federation
22456,1990,1.4668242,Russian Federation
22457,1990,1.5330676,Russian Federation
22458,1990,1.7693154,Russian Federation
22459,1990,1.9044625,Russian Federation
22460,1990,1.9855505,Russian Federation
22461,1990,1.9994555,Russian Federation
22462,1990,2.5159104,Russian Federation
22463,1990,1.9996785,Russian Federation
22464,1990,2.3993332,Russian Federation
22465,1990,2.7150457,Russian Federation
22466,1990,3.3983364,Russian Federation
22467,1990,3.2892218,Russian Federation
22468,1990,3.3185017,Russian Federation
22469,1990,3.324898,Russian Federation
22470,1990,3.1382906,Russian Federation
22471,1990,3.065305,Russian Federation
22544,1990,3.9606104,United Kingdom of Great Britain and Northern Ireland
22546,1990,8.42878,Norway
22547,1990,4.087666,Norway
22548,1990,2.8786433,Norway
22549,1990,2.5804942,Norway
22550,1990,2.05677,Norway
22551,1990,2.2151985,Norway
22552,1990,2.9279006,Norway
22553,1990,3.1680005,Estonia
22554,1990,3.0836506,Estonia
22555,1990,2.829548,Norway
22556,1990,2.6202452,Russian Federation
22557,1990,2.9052446,Russian Federation
22558,1990,2.7775342,Russian Federation
22559,1990,2.6898193,Russian Federation
22560,1990,2.6079915,Russian Federation
22561,1990,2.4518201,Russian Federation
22562,1990,2.3607957,Russian Federation
22563,1990,2.562426,Russian Federation
22564,1990,2.404709,Russian Federation
22565,1990,2.3533785,Russian Federation
22566,1990,2.578832,Russian Federation
22567,1990,2.8622112,Russian Federation
22568,1990,2.1497743,Russian Federation
22569,1990,2.2011082,Russian Federation
22570,1990,2.0720198,Russian Federation
22571,1990,2.0930603,Russian Federation
22572,1990,2.163485,Russian Federation
22573,1990,2.2028315,Russian Federation
22574,1990,2.3705142,Russian Federation
22575,1990,2.1699154,Russian Federation
22576,1990,2.007037,Russian Federation
22577,1990,2.2185578,Russian Federation
22578,1990,2.0478935,Russian Federation
22579,1990,1.9975209,Russian Federation
22580,1990,1.9014379,Russian Federation
22581,1990,1.5832663,Russian Federation
22582,1990,1.1956311,Russian Federation
22583,1990,1.041038,Russian Federation
22584,1990,0.958621,Russian Federation
22585,1990,1.0245279,Russian Federation
22586,1990,0.8853927,Russian Federation
22587,1990,1.1196629,Russian Federation
22588,1990,1.2553743,Russian Federation
22589,1990,1.430869,Russian Federation
22590,1990,1.0271453,Russian Federation
22591,1990,0.87563926,Russian Federation
22592,1990,0.93407065,Russian Federation
22593,1990,1.1476824,Russian Federation
22594,1990,1.2360746,Russian Federation
22595,1990,1.1000499,Russian Federation
22596,1990,1.0604156,Russian Federation
22597,1990,1.1743331,Russian Federation
22598,1990,1.3830601,Russian Federation
22599,1990,1.5206083,Russian Federation
22600,1990,1.8067751,Russian Federation
22601,1990,1.9199969,Russian Federation
22602,1990,2.4753897,Russian Federation
22603,1990,2.9912665,Russian Federation
22604,1990,2.0231857,Russian Federation
22605,1990,2.0938656,Russian Federation
22606,1990,1.9563729,Russian Federation
22607,1990,1.6946464,Russian Federation
22608,1990,2.0238338,Russian Federation
22609,1990,2.2931144,Russian Federation
22610,1990,2.4660192,Russian Federation
22611,1990,2.9631073,Russian Federation
22612,1990,2.5707393,Russian Federation
22613,1990,3.0738776,Russian Federation
22614,1990,3.017232,Russian Federation
22615,1990,3.1033204,Russian Federation
22690,1990,8.616069,Norway
22691,1990,2.4339478,Norway
22692,1990,2.0995448,Norway
22693,1990,2.22813,Norway
22694,1990,2.1265554,Norway
22695,1990,2.2079744,Norway
22696,1990,2.4613001,Finland
22697,1990,2.478196,Finland
22698,1990,2.3549278,Finland
22699,1990,2.3115685,Finland
22700,1990,2.274415,Finland
